screen_accession	screen_row_id	MORF_id	reason	detail	source_transcript_ids	log2FoldChange
IGVFFI6032GREJ	SP140_4	SP140_4	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001278453,ENST00000417495
IGVFFI6032GREJ	SRCAP_1	SRCAP_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_006662,ENST00000262518
IGVFFI6032GREJ	STOX1_1	STOX1_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_152709,NM_001130161,ENST00000298596,ENST00000399169
IGVFFI6032GREJ	TADA2B_2	TADA2B_2	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	XM_011513595.1	0.446130620455704
IGVFFI6032GREJ	TAF1_1	TAF1_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_138923,ENST00000373790
IGVFFI6032GREJ	TAF1_2	TAF1_2	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001286074,ENST00000423759
IGVFFI6032GREJ	TAF1_3	TAF1_3	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_004606,ENST00000276072
IGVFFI6032GREJ	TCF20_1	TCF20_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_181492,XM_011530354,ENST00000335626
IGVFFI6032GREJ	TCF3_2	TCF3_2	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_017027180,ENST00000395423
IGVFFI6032GREJ	TOPORS_1	TOPORS_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001195622,ENST00000379858
IGVFFI6032GREJ	TOPORS_2	TOPORS_2	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_005802,ENST00000360538
IGVFFI6032GREJ	TRPS1_1	TRPS1_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_014112,XM_006716625,XM_011517264,XM_011517266,ENST00000395715
IGVFFI6032GREJ	TRPS1_2	TRPS1_2	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_011517268,XM_005251049,ENST00000640765,ENST00000220888
IGVFFI6032GREJ	TRPS1_3	TRPS1_3	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001282902,ENST00000520276
IGVFFI6032GREJ	WNK1_1	WNK1_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001184985,ENST00000537687
IGVFFI6032GREJ	ZBTB24_1	ZBTB24_1	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	NM_001164313.1	0.321469131547851
IGVFFI6032GREJ	ZBTB38_1	ZBTB38_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001080412,XM_005247257,XM_011512611,XM_017006061,XM_017006055,XM_017006054,XM_017006053,XM_017006060,XM_017006056,XM_005247258,XM_017006052,XM_005247261,XM_017006059,XM_017006058,XM_017006057,ENST00000514251,ENST00000637056,ENST00000441582,ENST00000321464
IGVFFI6032GREJ	ZFHX2_1	ZFHX2_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_033400,XM_011537247,XM_011537246,XM_017021714,XM_011537245,ENST00000419474
IGVFFI6032GREJ	ZFP69_1	ZFP69_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_006710606,NM_198494,NM_001320179,ENST00000372706,ENST00000372705
IGVFFI6032GREJ	ZFX_3	ZFX_3	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_005274592,XM_011545581,XM_005274591,NM_001178084,NM_001178085,NM_003410,XM_017029794,XM_011545579,XM_017029795,ENST00000379177,ENST00000304543
IGVFFI6032GREJ	ZNF138_7	ZNF138_7	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	NM_001271649.1	-0.126769658663163
IGVFFI6032GREJ	ZNF14_1	ZNF14_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_021030,ENST00000344099
IGVFFI6032GREJ	ZNF169_2	ZNF169_2	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	XM_017014364.1	0.0361832412284444
IGVFFI6032GREJ	ZNF273_1	ZNF273_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_017011688,NM_021148,ENST00000476120
IGVFFI6032GREJ	ZNF292_1	ZNF292_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_015021,ENST00000369577
IGVFFI6032GREJ	ZNF407_1	ZNF407_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001146189,ENST00000577538
IGVFFI6032GREJ	ZNF407_3	ZNF407_3	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_005266726,XM_011526068,NM_017757,ENST00000299687
IGVFFI6032GREJ	ZNF441_1	ZNF441_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_152355,ENST00000357901
IGVFFI6032GREJ	ZNF483_3	ZNF483_3	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	XM_017014339.1	0.387810439369144
IGVFFI6032GREJ	ZNF532_1	ZNF532_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001318726,NM_018181,XM_017025815,XM_017025818,NM_001318727,XM_017025812,XM_017025816,NM_001318728,XM_017025814,XM_017025817,XM_017025813,ENST00000336078,ENST00000591083,ENST00000589288,ENST00000591230,ENST00000591808
IGVFFI6032GREJ	ZNF615_3	ZNF615_3	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_017026649,XM_017026648,NM_198480,NM_001321320,ENST00000602063,ENST00000376716
IGVFFI6032GREJ	ZNF646_1	ZNF646_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_011545990,XM_005255711,XM_005255710,NM_014699,ENST00000300850
IGVFFI6032GREJ	ZNF654_1	ZNF654_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_017006790,ENST00000636215
IGVFFI6032GREJ	ZNF761_1	ZNF761_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	NM_001289951,NM_001008401,NM_001289952,ENST00000432094,ENST00000454407
IGVFFI6032GREJ	ZNF781_1	ZNF781_1	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	NM_152605.3	0.130443399092663
IGVFFI6032GREJ	ZNF836_1	ZNF836_1	missing_log2FoldChange	DESeq2 log2FoldChange is missing; adapter requires a numeric effect size.	XM_011526558,XM_011526559,NM_001102657,ENST00000597252
IGVFFI6032GREJ	ZNF846_2	ZNF846_2	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	XM_017026405.1	-0.963345471450023
IGVFFI6032GREJ	ZSCAN12_2	ZSCAN12_2	no_transcript	No supplied ENST and no GENCODE v43 RefSeq RNA cross-reference yielding a Catalog transcript.	XM_011515017	0.121537458390515
